text,language,None,Economic,Capacity and Resources,Morality,Fairness and Equality,"Legality, Constitutionality, Jurisdiction",Policy Prescription and Evaluation,Crime and Punishment,Security and Defense,Health and Safety,Quality of Life,Cultural Identity,Public Sentiment,Political,External Regulation and Reputation,Other
Cruz's father says he 'basically bribed' Cuban official to immigrate to U.S.,en,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Politics shouldn't keep out refugees
",en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"The increasing number of Cubans imprisoned indefinitely by United States immigration officials to await deportation is exacting a growing toll on the Government and on the prisoners.
",en,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"About 28.38 million people living in America, or more than 10 percent of the population, were born outside the country, according to the bureau's latest annual estimate. The last time the rate was so high was during the 1930 census, when 11.6 percent of the population had roots abroad.
",en,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"As a presidential candidate, Mr. Trump has taken a hard line against amnesty",en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Immigration activists plan to mass in front of the Capitol today, renewing their appeal for legislative reform as Congress reconvenes after a recess in which many members experienced a backlash against illegal immigration back home.",en,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
U.S. Can Hold Immigrants Set To Be Deported,en,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Window Opens Into New York's Immigrant Past,en,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Hillsborough County Sheriff's deputies have charged a Palmetto couple with peddling phony immigration papers to two Mexican farm workers.,en,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
NANNY IN GRIP OF THE LAW 18-year-old crime could lead to deportation,en,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
A 22-year-old woman was accused of pretending to be a Federal immigration officer in a money-making scheme in which she took aliens to an Immigration and Naturalization Service office to be fingerprinted.,en,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
INS targets dangerous border crossings,en,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Letters to the Editor,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
VOTERS PUNISH IMMIGRANT CHILDREN,en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
IMMIGRANT SMUGGLER SENTENCED,en,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"20 Charged With Helping 13,000 Cheat on Test for Citizenship",en,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Wide, tree-lined streets feature rows of neatly tended houses with elaborate wrought-iron doors and window guards reminiscent of the Caribbean. Cars sit in the driveways. The area exudes a modest prosperity.",en,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Those who know Caciano are outraged that such a hardworking, compassionate person, someone who mentors young adults and teens, and ministers to gang members, could be plucked from their midst.",en,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Missing Egyptian student arrested; 11 Cairo scholars were no-shows in Montana,en,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The best option I am aware of is the proposal to legalize short-term entry for prescreened Mexicans. They would be required to present certificates from their home communities that they do not have police records. They would get photo I.D.'s showing their place of residence in Mexico and their nearest relatives. The I.D. would have an expiration date requiring return to Mexico before that time or subject to extension under certain circumstances.,en,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SANTA CRUZ YOUTH WORKER WINS INS WORK PERMIT,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A knowledgeable source said yesterday that Reno remanded her previous order not to arrest the sheik after the department assembled new evidence earlier this week indicating that Abdel Rahman had a ""higher degree of knowledge of some of the terrorist plots than had been known earlier.""",en,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"The bill provides a classic example of how a well-organized, highly motivated lobby may, in terms of political calculations, outweigh a generalized public concern. But, as Mr. Roybal said, ''The opposition to this bill was not limited to Hispanics.'' Ultimately, it appears, the bill failed because the opponents, including Texans and Californians, cared more deeply about its impact than did the proponents.",en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
There is bipartisan consensus that action is needed against illegal immigration. House and Senate members of a negotiating committee returning yesterday from a summer recess will seek to find accommodation on details of a bill.,en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Senate Republicans Agree on Immigration Bill; Wide Bipartisan Support Would Break Logjam,en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Palestinian-Born Man Deported to Jordan; Technician Accused of Immigration Fraud; Lawyer Fears Torture in Amman,en,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
WATER STATIONS SET UP TO KEEP MIGRANTS ALIVE DESERT HAS SEEN 14 DEATHS FROM HEAT THIS YEAR,en,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"The one provision that, thanks to Trump, gets the most attention is a border wall. It's hard to understand the opposition. It's the most venerable and reliable way to keep people out. The triple fence outside San Diego led to a 90 percent reduction in infiltration. Israel's border fence with the West Bank has produced a similar decline in terror attacks into Israel.",en,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Options remain for undocumented immigrants with prior crimes,en,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
This is Trumpistan,en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
State panel demands builders act as immigration cops,en,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Obama's orders were imperial, but Trump's aren't?",en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
He said the agency has 28 people and two agents to handle illegal alien cases for a 47-county area.,en,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The private operator of a New Jersey immigration detention center where inmates rioted last month will lose its contract to run the site. Investigators found that the center's guards were abusing detainees and stealing from them.,en,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"In immigration court, the government treats detained children like immigrant adults, giving them a phone list of volunteer lawyers. Often, no call is made.",en,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The rapid escalation of U.S. anti-immigration hysteria,en,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Federal immigration law severely restricts what local police agencies can and can't do regarding illegal immigrants, and rightfully so. The courts have ruled that enforcing immigration laws is the federal government's responsibility.",en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
JAMAICA TO AID U.S. ON HAITIANS; ACCORD MEANS REFUGEES WILL GET INTERVIEWS ABOARD SHIPS IN PORTS,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Poverty Is Still Home-Grown,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"In Congress, rooting around the family tree",en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"The prisons bill passed Friday would provide $10.5 billion for new construction, roughly $2.5 billion more than last year's bill",en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
would require an act of Congress.,en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The swelling number of applications has deeply troubled those who said the program would invite fraud by aliens who could not qualify for amnesty under other provisions of the Immigration Reform and Control Act of 1986.,en,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
LANGUAGE EDGE,en,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
More Immigrants Are Deported As Officials' Power Increases,en,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A Brave New World of Work,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enforcement of state's immigration law to vary,en,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
A KBR spokeswoman said the firm will look into any allegations that its subcontractors have violated the law or the company's code of conduct. She could not immediately say whether BMS was working for KBR.,en,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Police and politicians in the Washington area have become alarmed by the growth of Mara Salvatrucha, known as MS-13. Local officials say it appears to be the most violent of the Latino gangs that have committed 11 slayings in Northern Virginia since 2000.",en,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Federal prosecutors in Alexandria charged Martinez, 57, of Stafford, with one count of conspiracy to commit identification fraud. As the head of DMV's customer service center at the mall, he supervised about 30 employees. Also charged was his wife, Miriam Martinez, 56, a former DMV clerk in Tysons Corner.",en,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
House votes to block Obama's immigration actions - but exposes new GOP divisions,en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"The bill, as approved by the House Judiciary Committee on June 25, has three major elements: penalties against employers who knowingly hire illegal aliens, legal status for many aliens already illegally in the United States and permanent resident status for foreigners who can prove that they were agricultural workers in this country for at least 60 days in the period from May 1, 1985, to May 1, 1986.",en,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Trump touts recent immigration raids, calls them a 'military operation'",en,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
National Briefing Southwest: Texas: Health Care Inquiry,en,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"At least 91 people have died since October in the U.S. Border Patrol's Tucson sector, covering most of southern Arizona. More than half of those deaths have been heat-related.",en,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Immigration and Naturalization Service agents arrested Al-Najjar Saturday outside his Tampa apartment after a federal appeals court in Atlanta affirmed his deportation order on Nov. 13.,en,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"""We are already working on it,"" said Dick Day, an aide to Sen. Alan Simpson (R-Wyo.) and the chief Republican counsel on the Senate Judiciary subcommittee on immigration and refugee affairs.",en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Arizona's new immigration law is understandable -- and dreadful.,en,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Rep. Joe Wilson, R-S.C., infamously shouted ""you lie"" to President Barack Obama when he told Congress that federal health care ""would not apply to those who are here illegally,"" thus triggering furious maneuvering in Congress and linking the heated health care issue to the even hotter immigration issue.",en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
A MEDICAL PREDICAMENT,en,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Over the dissent of three of its own judges, a federal appeals court reaffirmed its refusal to deport Palestinians accused by the U.S. government of supporting a terrorist organization.",en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Why are there so many bad Chinese restaurants in New York? Blame it on the politicians.,en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
RUBIO PUSHES TOUGHER ENGLISH REQUIREMENT,en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Approximately 85 percent of the company's 200 hourly employees are noncitizens and, as a group, speak six different languages. More than half the workers are female.",en,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Deportation call sparks debate Tancredo seeks Mexican student's ouster,en,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Already an icon to Americans who are fed up with illegal immigration, Gilchrist ran for an open seat in the U.S. House on the single issue of getting tough on illegal immigration. Despite running as a third-party candidate, he managed to win 25 percent of the vote in a district dominated by regular Republicans.",en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"He thinks that immigrants -   legal and illegal - take jobs from Americans, even though the jobless rate in the country is very low.",en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"""It's not fair,"" said Milagro Perez, 36, a Salvadoran cook at Afterwords Cafe in Dupont Circle, who took her 7-year-old son, Jimmy, to the rally. ""We all have the same needs. We all have the same problems.""",en,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Falling behind on training workers,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A body of an Asian man was pulled from the sea off Queens yesterday by the United States Coast Guard, the police said.",en,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Most voters favor legalizing undocumented workers if they pay their taxes, have no criminal record and learn to speak English, according to a nationwide bipartisan poll released Tuesday.",en,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Ryan is only one vote, but she helps explain why Republican Gov. Pete Wilson, who showed up in polls as one of the nation's most unpopular governors, now leads Brown in the latest surveys, 48%-41%.",en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"But like migrants of the past, they send money back to Mexico - anywhere from $ 3 billion to $ 6 billion a year.",en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPITZER IS JUST BEYOND BELIEF,en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
aggressive enforcement,en,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Mexico's president-elect backs migrant amnesty; Meetings slated with Gore, Bush",en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Yet Clinton eventually cut into the debate to amend her statement: ""I just want to add, I did not say that it should be done."" Her opponents jumped all over her. John Edwards accused her of saying ""two different things in the course of about two minutes.""",en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Congress is letting employers hire another 20,000 foreign high-tech workers under a special visa program after businesses reached the annual ceiling on the first day of the government's fiscal year.",en,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Federal immigration officials admitted yesterday that they lack the resources to do more than ""try to send a message"" to employers in Colorado resort towns who hire illegal immigrants.",en,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
and we should not allow partisan gridlock to prevent Congress from acting on pressing public safety issues.,en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"As director of the Latin American Association, Keen, 40, has put all of her energy into making life better for the estimated 200,000 Latinos in the Atlanta area.",en,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"While I think President Barack Obama has been doing his best to keep the worst protectionist impulses in Congress out of his stimulus plan, the U.S. Senate unfortunately voted Feb. 6 to restrict banks and other financial institutions that receive taxpayer bailout money from hiring high-skilled immigrants on temporary work permits known as H-1B visas.",en,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Romney consistent on views of immigration,en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"The program sends the fingerprints of every person booked by state or local police to federal databases to be checked for immigration violations. It was supposed to focus on dangerous felons. But it catches mostly noncriminals and minor offenders, as New York said, ''compromising public safety by deterring witnesses to crime and others from working with law enforcement.''",en,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"On Dec. 2, 1933, the day of their release, Wong said to her mother:

""Yee, I'm so happy to leave this jail. Angel Island is terrible. It is no place to put newcomers to Gum Saan (Gold Mountain).""",en,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Immigration's moral crossroads,en,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
